userId,age,weight,height,bmi,heart_rate,fitness_level,goal_weight_loss,goal_muscle_gain,goal_endurance,goal_flexibility,experience_years,weekly_frequency,avg_session_duration
12,0.5217391304347826,0.9220997669775537,0.29391541123894377,0.8201296650942219,0.07692307692307693,0.36732406437341214,0.4366386236987098,0.9038208137247351,0.8075177087213511,0.7070160736321707,0.0,0.6,0.9438202247191011
13,0.21739130434782608,0.578660592344528,0.6098409751293333,0.3709577044461685,0.717948717948718,0.871413968585665,0.16226985085687237,0.6222653328580483,0.12396079907021998,0.8524458638792477,0.4444444444444444,1.0,0.3258426966292135
14,0.06521739130434782,0.5719971190887064,0.3191518258929439,0.49841182074895085,0.5897435897435898,0.45391048166159115,0.7238728202638887,0.8777999782622108,0.9771387559406935,0.8603118397677324,0.7777777777777778,1.0,0.9550561797752809
15,0.717391304347826,0.37798069276669144,0.4368522981705994,0.2872339493996445,0.8461538461538461,0.33854603114107307,0.17932915357627402,0.16934074827851706,0.46418054797315644,0.8792520834407166,0.0,0.0,0.6853932584269663
16,0.021739130434782608,0.8533903265627939,0.42434896131022837,0.6685270314524234,0.6923076923076923,0.5784675675459534,0.23794466429035185,0.9469059164037373,0.6149564460598542,0.5372307349612054,0.1111111111111111,0.2,0.20224719101123595
17,0.3695652173913043,0.5189726153032976,0.22506453947842225,0.502487914244692,0.1282051282051282,0.21746340931408795,0.5708347678444732,0.4557442693021054,0.9718447727322861,0.6834599696101122,0.7777777777777778,0.6,0.24719101123595505
18,0.6521739130434783,0.5917822515492792,0.5819893307649113,0.3911430578184474,0.717948717948718,0.3775858065246566,0.17944298376333048,0.02028438070769653,0.06729238230716833,0.682297580209678,0.0,0.6,0.8202247191011236
19,0.6086956521739131,0.40527262713672396,0.5229381859145509,0.2787524208315707,0.9230769230769231,0.01796973189886408,0.7603283175177539,0.3211709452095445,0.38405480620062155,0.5903939812898127,0.7777777777777778,0.0,0.21348314606741572
20,0.17391304347826086,0.4867719025784088,0.5540746988380311,0.3271931365099565,0.4358974358974359,0.681841455308335,0.45697736122651117,0.4876318357420341,0.7900328895173488,0.22825628466494186,0.6666666666666666,0.8,0.2247191011235955
21,0.391304347826087,0.6004026941876998,0.35534811823433265,0.5032074789196797,0.48717948717948717,0.1519501261132551,0.7322899769057803,0.6535470187411957,0.21517940787113252,0.18488191972713122,0.4444444444444444,0.8,0.5056179775280899
22,0.5652173913043478,0.5036784318785189,0.3026280158807969,0.44768494705073847,0.6923076923076923,0.3960226212215246,0.5666674050917562,0.18186492300947105,0.1450250274647688,0.489221710013282,0.7777777777777778,0.8,0.20224719101123595
23,0.9782608695652174,0.6385041191722198,0.4837336643091283,0.4686722418532052,0.7692307692307693,0.7340207086681211,0.044965385996410506,0.20822823773463855,0.28733858674819046,0.6801487537524179,1.0,0.0,0.14606741573033707
24,0.15217391304347827,0.32258542311645017,0.5212607102124733,0.2184235188977189,0.38461538461538464,0.5131757769342571,0.5817480183167528,0.7974787396884169,0.6074529652988194,0.21711695325971628,0.0,0.0,0.25842696629213485
25,0.5217391304347826,0.9082369606429382,0.4065500107713179,0.7242399941488069,0.5897435897435898,0.8776192791645525,0.2932731358618595,0.8600336079521624,0.6188739613187604,0.01008585936975703,0.1111111111111111,0.6,0.5955056179775281
26,0.4782608695652174,0.0,0.36013868851911834,0.0,0.23076923076923078,0.2685507860090888,0.411173321036482,0.431410365880492,0.2982843036974862,0.4015075738816321,0.1111111111111111,0.8,0.4044943820224719
27,0.08695652173913043,0.7399256324425972,0.13747782631048427,0.7763145545113741,0.7692307692307693,0.7766726017272528,0.33354430862687373,0.07776698208452718,0.40787330163538754,0.23107397631897214,0.3333333333333333,0.6,0.8539325842696629
28,0.391304347826087,0.6681507921205235,0.3421241957630887,0.5676132623070813,0.02564102564102564,0.08740742936973253,0.6736826873027871,0.24511865206826566,0.4211946496546652,0.5591643180059133,0.2222222222222222,0.2,0.449438202247191
29,0.717391304347826,0.3406623474613398,0.5105648488981489,0.2349163594813303,0.23076923076923078,0.4589173705142639,0.525689842428135,0.4454609344147518,0.8540391493702431,0.4341078958037918,0.3333333333333333,1.0,0.7528089887640449
30,0.8260869565217391,0.7007510630875649,0.2555822623022453,0.6507481855009866,0.0,0.7800564986046545,0.2595529100575154,0.3759775281536107,0.5885444189597469,0.2720307065984974,0.8888888888888888,0.6,0.5168539325842697
31,0.0,0.5884963702059091,0.334030060205512,0.5045581349172158,0.2564102564102564,0.4914489643301679,0.4703946370189711,0.8944336553336671,0.48918289739548576,0.4150648519595312,0.6666666666666666,0.2,0.4943820224719101
32,0.9782608695652174,0.7434005460250378,0.893981805883286,0.36928868546953014,0.6923076923076923,0.6512107910075904,0.5403741672659814,0.32694503098904704,0.14719491803192034,0.15805206320188933,0.4444444444444444,0.2,0.8651685393258427
33,0.6521739130434783,0.6378301192368614,0.4695133046600787,0.47503616269789756,0.5641025641025641,0.426481837268163,0.474130580727118,0.5862385654330318,0.7174119648196026,0.024043729721350795,0.8888888888888888,0.0,0.11235955056179775
34,0.2391304347826087,0.4691077255121587,0.2650356046913042,0.4357106999669811,0.7692307692307693,0.8609372791149922,0.4580750302912221,0.9648981599537859,0.5766754063391208,0.8249571152680116,0.2222222222222222,0.4,0.8764044943820225
35,0.8043478260869565,0.4691443855315251,0.4619799946901076,0.34881475854337624,0.7435897435897436,0.06032794723435591,0.42476280545356143,0.25868567572441714,0.8504362992409273,0.030336057666478688,0.2222222222222222,0.0,0.11235955056179775
36,0.5652173913043478,0.6163128221600277,0.6067218982528199,0.39819906485851264,0.0,0.9330101458822233,0.09916257756269087,0.9582017391898803,0.8709219720622832,0.4550197080833608,0.8888888888888888,0.8,0.06741573033707865
37,0.6086956521739131,0.8078926404013166,0.4366816615492016,0.6248864952191654,0.717948717948718,0.4289892166118949,0.06750671551152113,0.25181592355857474,0.22147047323091695,0.25222154155795623,0.1111111111111111,0.6,0.0898876404494382
38,0.5434782608695652,0.614435721109599,0.42151821556835495,0.4804981301058133,0.41025641025641024,0.8345494726066112,0.809149868452381,0.6471895085952614,0.3686666846808679,0.3123251031571485,0.6666666666666666,0.0,0.797752808988764
39,0.9782608695652174,0.6313622660937549,0.5206721871392055,0.44605057747777177,0.07692307692307693,0.4242493307335955,0.5558947648730866,0.2875860315117554,0.7077257347368914,0.4153568668404155,0.4444444444444444,0.2,0.7752808988764045
40,0.6521739130434783,0.5092584907053576,0.5876533011064895,0.3309989818941434,0.6153846153846154,0.38162200453493,0.6988679950462343,0.9090642486594045,0.12119591115005993,0.24047016883961464,0.4444444444444444,0.2,0.9101123595505618
41,0.6304347826086957,0.41710401440262684,0.538686488879464,0.2821884749185954,0.8205128205128205,0.9203572507473076,0.11341607069786006,0.6381237280865102,0.13297140795653645,0.37437538547527516,0.0,0.8,0.8202247191011236
42,0.391304347826087,0.6036479481957657,0.13747046020793588,0.6394793164911146,0.3076923076923077,0.8422732165760912,0.23779311836485803,0.506969245212463,0.9441437523851967,0.6364898327001336,0.1111111111111111,1.0,0.033707865168539325
43,0.21739130434782608,0.4762118141828823,0.48531697250597944,0.3451319328454845,0.717948717948718,0.06854222588684385,0.29304605781963977,0.15035884193729449,0.4181362651994903,0.12921150640418827,1.0,0.2,0.7640449438202247
44,0.8913043478260869,0.6584959902053521,0.1630586634909942,0.6756791556877311,0.9487179487179487,0.25769776568477865,0.21549910973973205,0.5859485096381779,0.9773693350977425,0.272219405413369,0.4444444444444444,0.8,0.8089887640449438
45,0.391304347826087,0.6077804062581775,0.1263312995849878,0.6515455450732102,0.717948717948718,0.525841341669,0.7525163055568854,0.3349146853284204,0.9256869796407837,0.8668862717992875,0.6666666666666666,0.6,0.6404494382022472
46,0.13043478260869565,0.7672942959312862,0.4291687140429224,0.5974187211499231,0.9743589743589743,0.7424836696522692,0.6821802326896008,0.629218407064062,0.7116862849660702,0.20351525071029,0.6666666666666666,0.2,0.25842696629213485
47,0.2608695652173913,0.5197492595082838,0.3172468551345787,0.45433734428670525,0.15384615384615385,0.02762149703085589,0.7121113202166122,0.0031742568656537976,0.37325128622845444,0.5320888241743765,0.3333333333333333,0.4,0.8539325842696629
48,0.6304347826086957,0.5858827555496112,0.37229505475142427,0.48228983356538446,0.02564102564102564,0.27820683684648406,0.2096991766633683,0.11301884563153848,0.5780668963047135,0.6983191473319061,1.0,1.0,0.06741573033707865
49,0.782608695652174,0.8897231857700909,0.6544953537670594,0.5618758250564708,0.1282051282051282,0.9184072529676071,0.668902357044784,0.4440863635084142,0.6862057789721985,0.6512231726906292,0.0,0.4,0.1348314606741573
50,0.6304347826086957,0.13174805134692213,0.5671300083205902,0.06983173180106542,0.5641025641025641,0.8095243668935271,0.46187220141638924,0.8374987387337384,0.539978975666329,0.8920593429962583,0.1111111111111111,0.6,0.1348314606741573
51,0.8260869565217391,0.2132269488638149,0.5842189074237667,0.12419036668051772,0.0,0.5034349452406002,0.9248955184195335,0.5466930614311689,0.9248328027457918,0.8341703632613178,0.4444444444444444,0.8,0.6292134831460674
52,0.3695652173913043,0.3314711960748424,0.4830161861837309,0.2363268406073508,0.38461538461538464,0.5813661655773515,0.5993013829669086,0.23765738520572777,0.5818204219534542,0.14392488149884916,0.7777777777777778,1.0,0.24719101123595505
53,0.7391304347826086,0.7368553373096077,0.2646291013110908,0.6771953363928924,0.28205128205128205,0.058682020298781196,0.9102272040952232,0.74892520770338,0.8995453317977113,0.675425206327853,0.0,1.0,0.7640449438202247
54,0.2826086956521739,0.7862556524197575,0.6820526306030882,0.48005237538590173,0.8205128205128205,0.9835994910453344,0.17447965983380512,0.3292915333764235,0.6814542313262485,0.06051088775621668,0.8888888888888888,0.0,0.24719101123595505
55,0.6521739130434783,0.46261949351507364,0.2788819836258002,0.42312218472506774,0.2564102564102564,0.36769235073930123,0.4573689028376927,0.3389591789931241,0.9721022287629211,0.13138115556069807,0.1111111111111111,0.6,0.449438202247191
56,0.9130434782608695,0.8025288519562698,0.3691062405264857,0.663298925655475,0.9487179487179487,0.9887401395178007,0.4489612986657909,0.9503914140039126,0.6731322211199686,0.2658500011812495,0.0,1.0,0.7078651685393258
57,0.5652173913043478,0.5613343591761257,0.365320849966718,0.46548855229468405,0.38461538461538464,0.019014765506929588,0.13693622961240923,0.26066680642011325,0.872518777244672,0.1777696976931246,0.6666666666666666,1.0,0.12359550561797752
58,0.2391304347826087,0.6914516559669535,0.6534858267403659,0.4298536990636928,0.1794871794871795,0.9395968778645708,0.9861964854085163,0.40245429589994824,0.3809206718991883,0.14588102660876384,0.5555555555555556,0.8,0.7303370786516854
59,0.782608695652174,0.850599476183065,0.20186133926130334,0.8307030609945731,0.6153846153846154,0.16738921163215528,0.8618995084232082,0.05477658720437575,0.47136290365965666,0.11361567991791051,0.2222222222222222,0.6,0.033707865168539325
60,0.2826086956521739,0.5576202046221611,0.5903438087936121,0.36386573459189503,0.6666666666666666,0.4842867185636486,0.45911436467439204,0.23482446848926727,0.058898508445285436,0.12169891620324065,1.0,0.8,0.9550561797752809
61,0.782608695652174,0.26280965274156265,0.22259564452254593,0.2647788367187954,0.8717948717948718,0.6634405874859532,0.626822838271988,0.926303236899832,0.6728850369399318,0.3237574907045174,0.6666666666666666,0.2,0.9887640449438202
62,0.9782608695652174,0.7551467793982605,0.31284058199888165,0.6604556017897624,0.6666666666666666,0.027334557007286747,0.7391268814220515,0.10698888196896379,0.6072853482119438,0.706338885926384,0.3333333333333333,0.8,0.07865168539325842
63,0.8260869565217391,0.516199178366187,0.42969479602934346,0.39886373124971214,0.28205128205128205,0.5250492195300986,0.3656155485313596,0.1892888946859931,0.019082220026875464,0.5195888136022716,0.3333333333333333,0.2,0.12359550561797752
64,0.30434782608695654,0.6465159032728027,0.15991030926993108,0.6661706972962674,0.9487179487179487,0.09789178597433526,0.2651905255439962,0.06253417162673361,0.06564476683545284,0.8607889754061924,0.1111111111111111,0.4,0.5955056179775281
65,0.6086956521739131,0.5720345580160897,0.24441156209832315,0.540400399849095,0.20512820512820512,0.7151216207283582,0.427684578769831,0.30250201822728673,0.07045906195575716,0.42240803774881225,0.8888888888888888,1.0,0.3146067415730337
66,0.45652173913043476,0.743569021095355,0.3889813751889952,0.6023535000421589,0.28205128205128205,0.6694687670577518,0.19260510097344047,0.9304810053819286,0.5806119490897936,0.4567715306102146,0.0,0.2,0.3707865168539326
67,0.9565217391304348,0.6228846480470852,0.2609218070691194,0.5767604648246879,0.48717948717948717,0.514848484759446,0.09703329587223643,0.8629984211292302,0.39615568253833006,0.23192532825173445,0.3333333333333333,0.6,0.1348314606741573
68,0.9782608695652174,0.6467481475239485,0.2408866080619082,0.6111495311532666,0.15384615384615385,0.885281406257264,0.7214284984100721,0.9796863384367573,0.5084417123067242,0.29986322426136053,0.2222222222222222,0.4,0.6404494382022472
69,0.4782608695652174,0.6237668917444363,0.1612643795073151,0.6428239085474021,0.6923076923076923,0.030306352051308518,0.42668347645939153,0.09080038776955793,0.980170042273571,0.577170207852803,0.7777777777777778,0.8,0.4943820224719101
70,0.32608695652173914,0.6306498843842286,0.4674326121499436,0.4705447759823499,0.7435897435897436,0.8988247421830106,0.06450421488954498,0.6934966054489219,0.2313967864208529,0.5404958500229752,0.0,0.2,0.7415730337078652
71,0.3695652173913043,0.07965573444224032,0.36490971956373275,0.06555289225950763,0.5641025641025641,0.8473545961693593,0.13876422133414554,0.4300661067580767,0.8442421596147428,0.8221984481068619,0.3333333333333333,0.2,0.30337078651685395
72,0.21739130434782608,0.6683664553316437,0.1895516988732267,0.6662605016669677,0.7692307692307693,0.9390629491158221,0.7742658819758004,0.6176063683884737,0.0026078845759174465,0.9367017103278725,0.3333333333333333,0.8,0.8202247191011236
73,0.5,0.6757782568974665,0.4558702119969287,0.511099548333839,0.38461538461538464,0.8122389998154635,0.7108052063114872,0.967403698935679,0.3524724989618419,0.9024307014323473,0.0,0.4,0.0449438202247191
74,0.5652173913043478,0.5824786530698979,0.29612892061681856,0.5201301419355756,0.9487179487179487,0.3214587377970058,0.6127408985165862,0.3696743370831143,0.7274122793616113,0.6809520957544893,0.2222222222222222,0.4,0.9101123595505618
75,0.6086956521739131,0.5549749364302144,0.32162816936199845,0.4824462443325041,0.1794871794871795,0.8057218172635094,0.15891095023063367,0.6122327315510956,0.11578854594345392,0.7312338207303302,0.5555555555555556,1.0,0.5617977528089888
76,0.08695652173913043,0.5696272197155737,0.41294400657036134,0.448971677232614,0.9487179487179487,0.029673882068324015,0.4575372163167689,0.8354341613143487,0.6696910567821154,0.5476090240905447,0.3333333333333333,0.0,0.0
77,0.1956521739130435,0.48593425274606117,0.682178203292583,0.28327786794568915,0.3076923076923077,0.892495312011266,0.7391513072789246,0.0003918112354513008,0.6952873550674018,0.9245950170526984,0.6666666666666666,0.8,0.39325842696629215
78,0.30434782608695654,0.5885148282616613,0.2509737449591858,0.551579819516253,0.4358974358974359,0.6230236503313101,0.2393941129150875,0.6378644730993968,0.6948745017367621,0.10394950817111596,0.8888888888888888,1.0,0.43820224719101125
79,0.9130434782608695,0.48824103407067293,0.30628039908075927,0.4324255838469015,0.6153846153846154,0.902466189583681,0.18537876844345041,0.5378171901612548,0.3267613977455964,0.31614881423429064,0.2222222222222222,0.6,0.8539325842696629
80,0.6521739130434783,0.6642434993806373,0.45756738867420377,0.5013086846637648,0.6666666666666666,0.18826342089073095,0.5219584607082594,0.37819963523784933,0.24244556381725282,0.6875044534149908,0.2222222222222222,0.8,0.7303370786516854
81,0.2826086956521739,0.5462628335482104,0.4068160952127111,0.43313172983204257,0.38461538461538464,0.5690188942973524,0.6226186114350842,0.5026802676794028,0.8682173043146755,0.630169956801784,0.8888888888888888,0.6,0.1797752808988764
82,0.5,0.7828345836702245,0.3436624899428154,0.6636126451919556,0.05128205128205128,0.2636566510725676,0.5768168545119121,0.1937044025113087,0.7424427726257674,0.9421738538155724,0.4444444444444444,0.6,0.24719101123595505
83,0.8043478260869565,0.8818870121382452,0.4216294322418086,0.6929273579907921,0.6153846153846154,0.09430348839893951,0.8658035044217618,0.5722903715210206,0.36848144996630544,0.34218316864511034,0.7777777777777778,0.8,0.2696629213483146
84,0.6956521739130435,0.9598498160863838,0.4598860270415826,0.7281470145280988,0.9230769230769231,0.5557249707826779,0.82906097259166,0.7343459932514975,0.03855025831161195,0.7768668122845461,0.7777777777777778,0.8,0.9325842696629213
85,0.7391304347826086,0.8683256472487034,0.5140701722711004,0.6244984862083732,0.5897435897435898,0.8229715298981657,0.2984590514579542,0.14891236145163242,0.33076573033884293,0.8180075292204152,0.2222222222222222,0.8,0.7303370786516854
86,0.08695652173913043,0.4438649926971381,0.5471555106917548,0.298723403807412,0.8461538461538461,0.310202651605002,0.7204311073855229,0.33743116402008955,0.7289590461791916,0.819338775514315,0.1111111111111111,0.2,0.8651685393258427
87,0.9565217391304348,0.5011919331948153,0.2930728917642603,0.4502846258241063,0.48717948717948717,0.20592934391483578,0.6665737553316198,0.7631944715703777,0.6050508953843055,0.4968509397606293,0.3333333333333333,0.0,0.2247191011235955
88,0.6956521739130435,0.68876113154425,0.42278854484319434,0.5388594510802909,0.1794871794871795,0.06684322329305184,0.8815634488223572,0.7437598182630786,0.17673152548666818,0.9444271827812298,0.5555555555555556,1.0,0.3707865168539326
89,0.9130434782608695,0.8473308020253053,0.43581918316524965,0.6564022808663093,0.7435897435897436,0.8081089977525631,0.7257654953870442,0.5648203037017419,0.9238234918995162,0.49356597254507223,0.3333333333333333,0.4,0.6853932584269663
90,0.9130434782608695,0.47717155354680707,0.5258699706032086,0.3305427190346582,0.5641025641025641,0.32227666031174307,0.2295889312142745,0.5115267841046919,0.7380566782072168,0.09529298096647666,0.1111111111111111,0.8,0.6741573033707865
91,0.5434782608695652,0.40996234760408434,0.5333524516498773,0.2787500149115299,0.4358974358974359,0.9239269530486806,0.36676416403984446,0.9434679797304939,0.5466516280816259,0.5760394464584131,0.2222222222222222,1.0,0.11235955056179775
92,0.9347826086956522,0.6301954543873276,0.2851496691728013,0.568585378698683,0.02564102564102564,0.4570936889033519,0.020210884965821893,0.41449004831639374,0.490233290607883,0.24262174065633293,0.2222222222222222,1.0,0.5730337078651685
93,0.5434782608695652,0.3694073197960541,0.5169898261391088,0.2542334305475711,0.6666666666666666,0.2276426214498514,0.13362172820158857,0.9437095726576754,0.6718506020600161,0.8809795796809122,0.8888888888888888,0.2,0.34831460674157305
94,0.6521739130434783,0.5889184587643951,0.30956607274122844,0.5182763144593306,0.8205128205128205,0.6461917601306187,0.2513123693158485,0.4538243005908031,0.28872649861515737,0.9262951345442677,0.8888888888888888,1.0,0.02247191011235955
95,0.3695652173913043,0.8971338767784538,0.07181482050740447,1.0,0.7435897435897436,0.29947711569293467,0.2669453605433533,0.19841988237864977,0.4934125896671343,0.3450039750695258,1.0,0.4,0.6741573033707865
96,0.41304347826086957,0.5783149390106691,0.1686850209289393,0.5932530572056549,0.6923076923076923,0.45275870823087416,0.20055367205837693,0.9420780832435137,0.12280079214944395,0.48247992316002253,0.1111111111111111,0.4,0.1348314606741573
97,0.5869565217391305,0.8316086325946374,0.8196832488527587,0.4488224950579994,0.41025641025641024,0.05837952380769626,0.9073103575825465,0.658603379829269,0.6419445192625185,0.027211482744140245,0.4444444444444444,0.0,0.5730337078651685
98,1.0,0.43664472178401004,0.5116605448474593,0.3057730837254582,0.6923076923076923,0.3979646589137221,0.7620049562758214,0.5686648544122482,0.7316705174022775,0.1913278703828897,0.6666666666666666,0.6,0.9438202247191011
99,0.043478260869565216,0.7534778571292774,0.38555739238405323,0.6125207117728791,0.7948717948717948,0.9168903238448594,0.5256742324408006,0.35602123161493804,0.12041201999537168,0.7584923323349876,0.5555555555555556,0.6,0.34831460674157305
100,0.6086956521739131,0.6623695626982841,0.4385792298796044,0.5096252364019419,0.6410256410256411,0.26533283340062275,0.8095470024539475,0.16177340778995744,0.8782857552211577,0.7774726230961456,0.6666666666666666,0.4,0.7303370786516854
101,0.4782608695652174,0.4012859885647375,0.03322391227345801,0.4949054379033907,1.0,0.8989937445084182,0.20862866735135308,0.3775437012062786,0.6421705160890226,0.7192705363611263,0.5555555555555556,0.8,0.25842696629213485
102,0.391304347826087,0.4287201010898483,0.3257294666545159,0.37207975883779043,0.6923076923076923,0.6704595479914147,0.24535671295257797,0.20001579431300048,0.07495117031439891,0.36324450753064513,0.6666666666666666,0.8,0.9438202247191011
103,0.41304347826086957,0.7748798827877597,0.542810236700608,0.5400630639142651,0.10256410256410256,0.1626499747508821,0.8962161000930547,0.5810066984082073,0.2571390993241816,0.23567128691418943,1.0,0.4,0.12359550561797752
104,0.7391304347826086,0.41704767861564096,0.530232573706669,0.28496190051232007,0.9743589743589743,0.179927823647997,0.16608032966555417,0.24015022341869577,0.22083676097137916,0.7128808621813227,0.4444444444444444,0.8,0.7415730337078652
105,0.15217391304347827,0.488236424967672,0.5506112649443445,0.3295070298077046,0.38461538461538464,0.7913891606824763,0.9905444285482865,0.8991748524504033,0.005250426798745303,0.05761250222164356,0.3333333333333333,0.4,0.9213483146067416
106,0.17391304347826086,0.6762018902604512,0.5147137250958357,0.4819574236194372,0.2564102564102564,0.9271331618503459,0.29942885965365157,0.39084260930039283,0.4870412175817313,0.5902268222732998,0.7777777777777778,0.2,0.8426966292134831
107,0.9347826086956522,0.757636466773263,0.5603022823128497,0.5186800749323177,0.46153846153846156,0.9290863096890136,0.6662735490705886,0.4261438632301366,0.19926206589428166,0.36754458964335784,0.8888888888888888,1.0,0.7078651685393258
108,0.30434782608695654,0.7980847190613672,0.28014111687319443,0.7209747137563294,0.02564102564102564,0.9150439443211454,0.2765291732443573,0.3716073472188733,0.380478627193953,0.5622741310017656,0.7777777777777778,0.8,0.15730337078651685
109,0.17391304347826086,0.4525213902889058,0.1790542412281158,0.46468814826170357,0.5897435897435898,0.3425094295013814,0.605034903912093,0.6282079363121943,0.2990574857459368,0.4618280389550822,0.3333333333333333,0.4,0.5617977528089888
110,0.021739130434782608,0.5820756300288863,0.36824482827945426,0.4812138560298535,0.6410256410256411,0.8104251459891038,0.050377720696123986,0.6340844158271356,0.5032502555004064,0.16809194629273158,0.8888888888888888,0.8,0.550561797752809
111,0.2608695652173913,0.706333566644406,0.42743920893717874,0.5502259395183605,0.2564102564102564,0.9968321070330917,0.11823244657612264,0.9510239898962501,0.24491974615425519,0.4591063869102749,1.0,0.6,0.5168539325842697
112,0.8913043478260869,0.7544505198828573,0.3100094709348788,0.6617482279747947,0.0,0.7035546171715745,0.6259589760239858,0.03139227661538623,0.38876815154133865,0.5574592045018865,0.6666666666666666,0.8,0.02247191011235955
113,0.17391304347826086,0.8704384575178679,0.6063870401145622,0.574073832452556,0.8461538461538461,0.8083089782867131,0.5874294635707465,0.5751234240637264,0.5128945867425175,0.9773257254230291,0.6666666666666666,0.2,0.5730337078651685
114,0.391304347826087,0.7516819949956894,0.2878858368207358,0.6743431370554469,0.6666666666666666,0.25837758254509957,0.7601427057073903,0.4636563347280118,0.5745302790925605,0.9604573670461638,0.1111111111111111,0.8,0.48314606741573035
115,0.5652173913043478,0.9255734955968958,0.27668984485017606,0.8372401147301864,1.0,0.6395061957673597,0.09743737821245675,0.26095449767327433,0.17816429867122968,0.6224189539098126,0.6666666666666666,1.0,0.5280898876404494
116,0.4782608695652174,0.6468464245765446,0.19588521045666524,0.6412409696403766,0.10256410256410256,0.26599930828279805,0.8995128030440216,0.5703761781095655,0.1259554274331681,0.20360377478672295,0.0,0.2,0.3146067415730337
117,0.2826086956521739,0.23430857461838342,0.3594483302369902,0.1955834208087758,0.23076923076923078,0.9506492714912123,0.8474201554836461,0.3850967618849881,0.024738168303961843,0.8353144151611316,0.2222222222222222,1.0,0.797752808988764
118,0.5,0.7205580044815234,0.3628574769579381,0.5992087567987011,0.46153846153846156,0.6794536540827939,0.9404684876927372,0.6279509325978033,0.09790588936517863,0.8891284631341723,0.3333333333333333,0.4,0.8314606741573034
119,0.1956521739130435,0.6846965396731051,0.17448858660274968,0.6929262261597243,0.9743589743589743,0.7026360638358723,0.885481944355513,0.9798749518246558,0.7760168212029971,1.0,1.0,0.6,0.4606741573033708
120,0.5,0.660356018287497,0.3796910623803563,0.5396661185926839,0.20512820512820512,0.6542835995591308,0.553845380680324,0.2510611340356114,0.3245402425638652,0.7920582281863493,0.0,0.6,0.06741573033707865
121,0.6304347826086957,0.8819715980718958,0.27285127595666886,0.8013870220371722,0.07692307692307693,0.5267942038667728,0.49953575251115145,0.9405327657743312,0.5042481861308281,0.19488798730942122,0.3333333333333333,0.8,0.15730337078651685
122,0.30434782608695654,0.9641634616451785,0.36011233684342564,0.8040203004155583,0.9743589743589743,0.41386795248790237,0.6880673695261218,0.2965925622237168,0.30374385438022405,0.35585309597986314,0.6666666666666666,1.0,0.6404494382022472
123,0.08695652173913043,0.49042385429620644,0.6217739895410633,0.30602383561156643,0.20512820512820512,0.8161247522003852,0.10494115002172105,0.9777718812144423,0.7138010043533864,0.5254866114042648,0.7777777777777778,0.4,0.47191011235955055
