exerciseId,name,intensity,duration,equipment_required,difficulty,cardio_focus,strength_focus,flexibility_focus,calories_burned,muscle_group,space_required,skill_level,injury_risk,popularity
28,硬拉_28,0.9271893105404551,0.673469387755102,0.0,0.3575814263797926,0.3542015082204383,0.9795480406082921,0.22839474519140382,0.6262626262626262,0.6666666666666666,0.9342896734408258,0.2762287930205298,0.5276211217418938,0.7739058144555019
29,划船_29,0.1890316282725123,0.9183673469387755,1.0,0.05588067265654905,0.5272966244944123,0.05413994354776973,0.13658069576810836,0.4444444444444445,0.0,0.20085426383713978,0.4616229673609502,0.9076728509570369,0.8325530357887806
30,单车_30,0.471145905627129,0.7755102040816326,1.0,0.25798299895719323,0.6240670650260037,0.899154638330411,0.5343143329136898,0.8333333333333331,0.7777777777777778,0.2196943163629513,0.96698908587762,0.07789665248340857,0.7660989519279956
31,游泳_31,0.20055991447709204,0.673469387755102,1.0,0.42206682395142764,0.49270999204078325,0.2974447638353325,0.25451138340436646,0.7323232323232324,0.0,0.4581309166620912,0.050788324882444544,0.7431304506252688,0.6473344120361237
32,拉伸_32,0.2996100941345102,0.5306122448979592,1.0,0.6469957059469966,0.570079935106036,0.45894734896940403,0.237511923551758,0.25,0.3333333333333333,0.8868328916374378,0.028549447150550255,0.7352091448813868,0.8858412295302782
33,普拉提_33,0.6167999465444872,0.24489795918367346,0.0,0.9316239121175726,0.7760757886438419,0.329042244572947,0.6717077311030735,0.6338383838383838,0.1111111111111111,0.397710023160211,0.36257190338971523,0.8094568206912148,0.22235889096717446
34,箭步蹲_34,0.4096925495635567,0.1836734693877551,1.0,0.2056870477019026,0.360072307340321,0.15623182328818086,0.0817830800856701,0.5328282828282828,0.8888888888888888,0.8951220412936333,0.5390168636925676,0.8592162843943075,0.8956778697542701
35,哑铃弯举_35,0.623827700159721,0.02040816326530612,1.0,0.05087591910041152,0.024184906674503397,0.10866571916392247,0.6461928805333031,0.595959595959596,0.3333333333333333,0.2956437257897273,0.0,0.9169256268830535,0.8765845010347312
36,仰卧起坐_36,0.23327442761279202,0.3877551020408163,0.0,0.5973264408713379,0.9264737337291199,0.23796994358010012,0.47157733644988414,0.952020202020202,0.3333333333333333,0.9216938240143212,0.7021738538635912,0.9056854480713733,0.653464557471654
37,登山跑_37,0.735939278912682,0.10204081632653061,0.0,0.20664185113035474,0.9182646211386805,0.05812200530703816,0.33358365334935863,0.10858585858585854,1.0,0.6080255309760738,0.43167330807098986,0.10259995809073476,0.13966324607357877
38,开合跳_38,0.6966404860751986,0.3673469387755102,1.0,0.6520371409481304,0.20600098607474962,0.3701789123691303,0.48295950835090484,0.34848484848484845,0.6666666666666666,0.4612460138502943,0.9963471679951215,0.08824439172450779,0.002481688273812628
39,战绳_39,0.20674474715426455,0.8979591836734694,1.0,0.8678855647122782,0.8596523718108648,0.3671963204724587,0.9629231235591225,0.08838383838383838,0.1111111111111111,0.901557415938394,0.0012744198062884205,0.573061014689471,0.5232813469415195
40,跑步_40,0.08032163147750845,0.5918367346938775,1.0,0.8734972505567461,0.5943394446741977,0.7363327936685222,0.8769991973059775,0.9368686868686869,0.8888888888888888,0.366409360040335,0.27767689262323747,0.478969634629281,0.2567764515266594
41,深蹲_41,0.33870801348999946,0.8163265306122449,0.0,0.5876176958476614,0.8588613550551819,0.4494609667820124,0.3398308058498694,0.2222222222222222,0.7777777777777778,0.46482737073988467,0.9404724064486827,0.35497911498725815,0.17338222216199925
42,卧推_42,0.47163267636132455,0.32653061224489793,0.0,0.5133373442049942,1.0,0.2670617358139108,0.20497077668050384,0.30808080808080807,0.2222222222222222,0.2368625630805329,0.2608779719011563,0.429857900136081,0.7619566881097943
43,引体向上_43,0.5360743692416542,0.2857142857142857,0.0,0.9712568766594144,0.4946194449773449,0.07639818548682757,0.3041254419643987,0.27020202020202017,0.4444444444444444,0.5978913860661568,0.6090603714003767,0.327577523122982,0.2379293846650196
44,瑜伽_44,0.5077882274773132,0.8775510204081632,0.0,0.03926680224097204,0.79785025120785,0.4087785364312204,0.12361527719033659,0.7424242424242425,0.0,0.7349941477677329,0.37212715670882446,0.13339630161923577,0.049697716384874434
45,平板支撑_45,0.6403368451190037,0.4897959183673469,1.0,0.2636318773542458,0.9153156118174463,0.689105504594205,0.6896503357010699,1.0,0.4444444444444444,0.8244792474756979,0.917522453993392,0.017201840787413474,0.6020127783554284
46,波比跳_46,0.6766419228344647,1.0,0.0,0.30480974852632103,0.5340455250281211,0.6172819296267893,0.0,0.27020202020202017,0.5555555555555556,0.4797628329119357,0.722613291005156,0.09608323572259626,0.9590312332639628
47,俯卧撑_47,0.20333726773291508,0.6938775510204082,1.0,0.2818367191958111,0.016124157220638084,0.8897037617950708,0.9237930009927499,0.10353535353535348,0.2222222222222222,0.9151606415502992,0.231330474684346,0.7761584832407419,0.028218095348479126
48,硬拉_48,0.04316034693966168,0.1836734693877551,0.0,0.9310344466811166,0.2115557308800727,0.22481973006883468,0.41686285458359185,0.7525252525252526,0.5555555555555556,0.8877156487077204,0.8410300218298935,0.5253671096571733,0.4786385981968899
49,划船_49,0.05693392795833783,0.16326530612244897,1.0,0.584542706752522,0.39743951191177934,0.6417636211721142,0.5705009941426965,0.22727272727272727,0.8888888888888888,0.08416343162411528,0.18996480832344975,0.22664705669647006,0.593680667163344
50,单车_50,0.28167329247112227,0.3877551020408163,0.0,0.916638789332849,0.9700943148983672,0.637901218593805,0.3858511661328477,0.3282828282828283,0.8888888888888888,0.9031492400236347,0.3437232841422922,0.9743311913938097,0.7706487882138593
51,游泳_51,0.5471866262517106,0.7755102040816326,0.0,0.24192527503341307,0.05003107992043791,0.3989502133806617,0.34821236066286565,0.46212121212121204,0.0,0.3833615958961472,0.3406147607200922,0.6487909681073638,0.8939019426395255
52,拉伸_52,0.1416793678708535,0.7551020408163265,1.0,0.829771554998864,0.9510201175132039,0.14652853808978977,0.15978091900737196,0.19696969696969693,0.1111111111111111,0.42860854445509383,0.9599259751965719,0.7664377292916054,0.9582814014395036
53,普拉提_53,0.34163290899180715,0.7959183673469388,1.0,0.6699490264696685,0.8203548238446151,0.426435019964377,0.9202878278666469,0.31565656565656564,0.6666666666666666,0.18834264614341392,0.682926856130451,0.2531325960086228,0.16492151358447105
54,箭步蹲_54,0.8871014557755489,0.42857142857142855,0.0,0.4193615300352875,0.566530190253354,0.16794795735110152,0.8247426024730704,0.5176767676767676,0.4444444444444444,0.21301513773089173,0.6218371733312494,0.03072911305718914,0.4601778484470613
55,哑铃弯举_55,0.06248730011879971,0.04081632653061224,0.0,0.47913610604274703,0.14696446284705514,0.41475312754135735,0.9181961588302717,0.9696969696969697,0.4444444444444444,0.43150203500762124,0.33399807720220287,0.23082400215049417,0.046412531754903834
56,仰卧起坐_56,0.23781242022204582,0.6122448979591837,1.0,0.21787222673485154,0.9757767785135916,0.7838830927471706,0.12033020127966236,0.7045454545454546,0.3333333333333333,0.07597274534938098,0.6781943567312144,0.5923340048167002,0.855308598131002
57,登山跑_57,0.4714631757088512,0.7142857142857143,1.0,0.40614786378797907,0.1649750174655953,0.12083014409351231,0.9088963440828735,0.027777777777777766,1.0,0.627574659454749,0.5384711036464489,0.7799885056051264,0.3196810204911701
58,开合跳_58,0.6398260746665612,0.5510204081632653,0.0,0.43963548763019905,0.7961073677543553,0.25710555429544996,0.6192585562220362,0.28787878787878785,0.5555555555555556,0.4642055309198709,0.7384923618702571,0.7757345855825969,0.461638157509052
59,战绳_59,0.18657322722584288,0.5510204081632653,1.0,0.5026713749137129,0.05256977202959195,0.7777565834530209,0.5391599948428555,0.28282828282828276,0.1111111111111111,0.8263958471094429,0.19462749521486122,0.2711601732522383,0.6437694808521173
60,跑步_60,0.38938501553187166,0.8367346938775511,0.0,0.48782268139691487,0.7742455061185683,0.805531623771919,0.7959444112802969,0.5606060606060606,1.0,0.9964833215712982,0.4248958454175121,0.19193842353790636,0.9766452846362441
61,深蹲_61,0.825631859082005,0.5102040816326531,1.0,0.4673789594448331,0.1807245752838556,0.9280303322516638,0.6476466063335368,0.3282828282828283,0.5555555555555556,0.5741846117264545,0.3910680252397423,0.16309371164798944,0.11567967679412938
62,卧推_62,0.2987599257070866,0.7755102040816326,0.0,0.2840985052923868,0.2867499066622262,0.4726328832665338,0.10247866034440359,0.3914141414141414,0.2222222222222222,0.6379284353623224,0.5851754678935434,0.9274652196196037,0.6863445597496645
63,引体向上_63,0.5617420404259734,0.02040816326530612,1.0,0.7712075853945753,0.5697975380594241,0.8074973296557668,0.9075720973985446,0.0808080808080808,0.3333333333333333,0.8458841436452761,0.6712385094646086,0.2985703380017561,0.33383635164762787
64,瑜伽_64,0.5551180447772923,0.8571428571428571,1.0,0.7645316767317846,0.5677853134084282,0.6448996222979374,0.8630248882645717,0.6742424242424242,0.5555555555555556,0.7071087434501948,0.8336084255385839,0.6504694238761445,0.06188196309650594
65,平板支撑_65,0.48551896366683306,0.6122448979591837,0.0,0.2672643403184843,0.6366736029145483,0.38059250469967226,0.7701246503708268,0.5580808080808081,1.0,0.11090752663872393,0.7331067552250309,0.46539987469785227,0.5224934025399534
66,波比跳_66,0.2830990434376202,0.7959183673469388,0.0,0.8714687622595159,0.2670386192164387,0.5746127145045791,0.33515509607903377,0.2904040404040404,0.6666666666666666,0.4753744541873896,0.7889211459092017,0.7730737132169719,0.7269948984636199
67,俯卧撑_67,0.8879122525997885,0.7755102040816326,1.0,0.6670365816150736,0.7607235679000024,0.1462186558144371,0.08579107202379666,0.616161616161616,0.5555555555555556,0.4878319871451155,0.22222828217160912,0.7760331871171667,0.7242219548851987
68,硬拉_68,0.914256504985074,0.0,0.0,0.6681285087505374,0.4083746051560776,0.2595791306300978,0.6036393361200167,0.3686868686868687,0.2222222222222222,0.5835360920622408,0.5278103451543685,0.008432540215550814,0.35050833365354406
69,划船_69,0.7908222277388977,0.9795918367346939,1.0,0.34791560443877445,0.19415182380084312,0.19969135362320678,0.7534190151522735,0.9671717171717171,0.3333333333333333,0.9454952726191592,0.4194225760635489,0.6384686224951323,0.4712448033161884
70,单车_70,0.47348124899169725,0.2653061224489796,0.0,0.1861084952472092,0.2571942306968383,0.5186721477679025,0.5355496605422875,0.4393939393939394,0.1111111111111111,0.7141989206162733,0.7068640993803003,0.966100117626043,0.33165025439913803
71,游泳_71,0.35891170458908106,0.24489795918367346,1.0,0.32976709665589227,0.038067118589511686,0.3240208870106007,0.3960106625222635,0.7676767676767677,0.5555555555555556,0.7477094649209042,0.21922477203797405,0.22686059344222118,0.6318327448833323
72,拉伸_72,0.6517785211640553,0.8979591836734694,1.0,0.2694505348721636,0.155603875178202,0.012463937491264256,0.12437616672101134,0.8232323232323231,0.7777777777777778,0.6380307567849391,0.06597732003819513,0.775406695872401,0.519310744189695
73,普拉提_73,0.23901982586390144,0.5714285714285714,0.0,0.691485517232789,0.6778104598590575,0.66047074910872,0.34994505550376104,0.7929292929292927,0.5555555555555556,0.30452402176778426,0.595738148263891,0.7752053746413433,0.703199347718328
74,箭步蹲_74,0.4319418144108912,0.9795918367346939,1.0,0.6900550820269973,0.42115343748385636,0.16749445505710042,0.1623063533837766,0.8232323232323231,0.4444444444444444,0.5896036039199851,0.41614951867355343,0.5778814713051448,0.9210149942200029
75,哑铃弯举_75,0.3322981643896181,0.4489795918367347,0.0,0.1993008757921147,0.4574184537055393,0.4748263105528402,1.0,0.8333333333333331,1.0,0.06790989038967067,0.2992451315608258,0.9968600320843118,0.7479490803432713
76,仰卧起坐_76,0.9157427607974007,0.2857142857142857,1.0,0.687466064464668,0.2105880868501565,0.3943086622073492,0.40263336038382724,0.3005050505050505,0.2222222222222222,0.4229600983766981,0.9571410181685333,0.971518037637697,0.09671633860075399
77,登山跑_77,0.9290487428711239,0.5510204081632653,0.0,0.24791285589806275,0.16220723050798314,0.7808251239290406,0.9347433403680214,0.35101010101010094,0.7777777777777778,0.3233560325881387,0.1827200353011761,0.5450606503339431,0.25525716466355564
78,开合跳_78,0.7853310157051734,0.5102040816326531,0.0,0.741528258981532,0.29902314244140754,0.9206161052866967,0.05481526986086789,0.9873737373737373,0.4444444444444444,0.8646716103993854,0.10077021018319281,0.2733160916141141,0.17513374084305744
79,战绳_79,0.8931498789388369,0.30612244897959184,0.0,0.8993539597571241,0.49483862569339937,0.1176023185081189,0.8627732681682615,0.962121212121212,0.4444444444444444,0.6545718650695095,0.2431059588768272,0.4497743924506476,0.5765412857977461
80,跑步_80,0.9203687744742289,0.32653061224489793,1.0,0.4602686725115695,0.8733630376790327,0.18523366914686934,0.7027945719152985,0.8383838383838382,0.5555555555555556,0.03776656398859815,0.03164597591254389,0.41446479370806816,1.0
81,深蹲_81,0.14619013892655852,0.12244897959183673,1.0,0.6962703037343559,0.7572710594746411,0.40180819911561455,0.7602977280719336,0.40909090909090906,0.2222222222222222,0.18951688304142575,0.7579963976244207,0.5296365455576759,0.657715368509813
82,卧推_82,0.8949492826074673,0.02040816326530612,1.0,0.6833124345445335,0.3456896030768153,0.6617483831195566,0.35668543486758003,0.6994949494949495,0.5555555555555556,0.013685231051616578,0.3833892310138824,0.687590356054194,0.265502427905791
83,引体向上_83,0.7263592808017354,0.6530612244897959,1.0,1.0,0.14885438697759512,0.15033339809604976,0.6385731850469513,0.23232323232323232,1.0,0.8289632811662556,0.37492356708992197,0.39925839772366156,0.575559566423676
84,瑜伽_84,0.3412986322781792,0.4489795918367347,0.0,0.7222679679510985,0.7672756006018951,0.6082211181095787,0.2305693650920876,0.49494949494949486,0.4444444444444444,0.4517439851780016,0.4744444335054074,0.20317863982145223,0.6193643985815971
85,平板支撑_85,0.985910853748953,0.14285714285714285,1.0,0.5183200409397739,0.4007493778731915,0.6531810168635476,0.17279432974427902,0.5025252525252525,0.1111111111111111,0.48727681055451727,0.705046520287792,0.10755043263195475,0.8516826454006093
86,波比跳_86,0.7575960082973877,0.4489795918367347,1.0,0.8182521692523015,0.3765262203642187,0.19839366153653806,0.19140513180252444,0.8030303030303029,0.8888888888888888,0.6013216816127313,0.23889611287981571,0.23139137002699978,0.4825428674254539
87,俯卧撑_87,0.5597355179366956,0.1836734693877551,0.0,0.6632395646625519,0.7245084868006992,0.8822465632825455,0.8823356203603815,0.6767676767676768,0.1111111111111111,0.3299208081533962,0.28730229046159705,0.690279283464537,0.8030649845472645
88,硬拉_88,0.4106896950371507,0.9387755102040817,0.0,0.3657550614383663,0.5481421946753823,0.6646427105636418,0.3577893316351662,0.46464646464646453,0.1111111111111111,0.003358964423374763,0.18114932511219725,0.09840297585669507,0.24304636536826055
89,划船_89,0.32172735297381155,0.46938775510204084,1.0,0.16786931388771595,0.578797651682436,0.3778940639406772,0.6420768890138012,0.30808080808080807,0.7777777777777778,0.38684236663762117,0.9778702446775229,0.0,0.46154102187624707
90,单车_90,0.46843995964269836,0.8775510204081632,1.0,0.03606449670475195,0.6585541106611481,0.8737847102011902,0.39809841431690657,0.37121212121212116,0.3333333333333333,0.7264817167712901,0.9824082670743556,0.3449873281933086,0.14833253391218976
91,游泳_91,0.09145546663450939,0.08163265306122448,0.0,0.10397149299233943,0.8242925563664588,0.009676558139490391,0.8801196168092875,0.13131313131313127,0.8888888888888888,0.12582477580072018,0.16387932457708973,0.14700295746850106,0.8000326583700983
92,拉伸_92,0.8113942642413083,0.2857142857142857,0.0,0.40746762445757495,0.4909365407636281,0.08209081554663619,0.5360554546745564,0.07828282828282827,0.1111111111111111,0.7240310686584507,0.7165698939171853,0.2062640277282961,0.06987700110199827
93,普拉提_93,0.9981779578628819,0.8367346938775511,0.0,0.8738722721662111,0.4668811517094586,0.253508262034193,0.19139164687580074,0.16414141414141414,0.8888888888888888,0.22518577306912121,0.8966298182805256,0.22592074889926217,0.4046233755554416
94,箭步蹲_94,0.1394675337375354,0.7755102040816326,1.0,0.09636883360353857,0.5749536863165332,0.5342338278456138,0.42954239613086503,0.04545454545454542,0.8888888888888888,0.8562720637061438,0.7300541892848947,0.44120355292894325,0.9741921685369656
95,哑铃弯举_95,0.7856385404070394,0.9795918367346939,1.0,0.5231482083605886,0.2644657163190457,0.5085871131626553,0.04563704954375784,0.25,1.0,0.30164027527731835,0.9032055005400969,0.9578254273023017,0.8846513250427221
96,仰卧起坐_96,0.03971626648850862,0.5714285714285714,1.0,0.5120287099407735,0.6695287021360522,0.043314692466693304,0.2552511215024685,0.1237373737373737,1.0,0.34813653575591746,0.3027221104710225,0.8228946906526701,0.8013266983490311
97,登山跑_97,0.7452335925820033,0.9591836734693877,1.0,0.020448445966774278,0.14725020619010684,0.4599411925328948,0.2760982693289408,0.6666666666666666,0.1111111111111111,0.9945310151196466,0.041503421727901675,0.023744883608361883,0.9414949121056059
98,开合跳_98,0.15882373491715918,0.8367346938775511,0.0,0.5531092270516557,0.6959798586184404,0.6842588817496099,0.6140047746673122,0.7853535353535351,0.8888888888888888,0.9370389370258627,0.12080788561983666,0.05997932839949227,0.18923905005245428
99,战绳_99,0.22452402842010347,0.9183673469387755,1.0,0.5854716869590565,0.602620364755662,0.2737265777076322,0.4880259503339658,0.16666666666666666,0.5555555555555556,0.6180951396103019,0.36353865948990854,0.45050868838120633,0.7880110634974191
100,跑步_100,0.3913629415299014,0.3469387755102041,1.0,0.5963977191357345,0.5384110735220372,0.8965513887061594,0.5938785806015401,0.42424242424242425,0.3333333333333333,0.9663635370422794,0.17159981491159998,0.47727650035365904,0.8936295728538928
101,深蹲_101,0.7100740215124146,0.6326530612244898,1.0,0.5408917795651033,0.860950728996679,0.9901051324426052,0.32782468125796915,0.46717171717171707,0.8888888888888888,0.8484067098199207,0.9607361130875536,0.11433058381874776,0.9962479037061029
102,卧推_102,0.19913922110848917,0.16326530612244897,1.0,0.4206358478446593,0.6058102601968264,0.9935061206135745,0.3350962894773073,0.6843434343434344,0.7777777777777778,0.14149128980916967,0.80732745313055,0.6405168799951536,0.36851846253806275
103,引体向上_103,0.05134257703966565,0.20408163265306123,1.0,0.5728109674911241,0.5562454236379615,0.681884197398511,0.8602081858381325,0.9873737373737373,0.6666666666666666,0.9012646175647205,0.7885813297205367,0.5098877033720521,0.0781246203294269
104,瑜伽_104,0.29157210137529177,0.14285714285714285,1.0,0.19922757625018753,0.5343170609275629,0.16578365639802256,0.6757764059738715,0.6792929292929293,0.0,0.9834876079192103,0.131366092979241,0.5319198801671988,0.3132041708544987
105,平板支撑_105,0.6125900963471647,0.6326530612244898,1.0,0.5363083579795841,0.335404370901511,0.7542802640273413,0.7668421135503122,0.30808080808080807,0.3333333333333333,0.03549266186394373,0.8548312863088902,0.08434531615403121,0.4448589609154527
106,波比跳_106,0.4303070140003785,0.02040816326530612,0.0,0.1344372605570212,0.975250758858033,0.09112625613274193,0.03365632198704971,0.8712121212121211,0.3333333333333333,0.6440200712512629,0.7061845956997939,0.6732794136405055,0.7019493068250204
107,俯卧撑_107,0.5653976985909291,0.5306122448979592,1.0,0.8795781906711891,0.4340697528079099,0.9976268826808282,0.27824997747817254,0.37121212121212116,0.6666666666666666,0.8230091483348497,0.6162943859133878,0.8845589055482124,0.6627548681498494
108,硬拉_108,0.14159012200679186,0.8979591836734694,0.0,0.10494531388731985,0.598641760764865,0.19080761992539047,0.9342815118169993,0.3535353535353535,0.7777777777777778,0.7961003899843045,0.0034611397941800314,0.28060546053855046,0.5781243448346614
109,划船_109,0.5386107221875176,0.9387755102040817,0.0,0.7566036088213953,0.5319088591755293,0.6400999155322109,0.8226387039077047,0.23737373737373738,1.0,0.31718156342995946,0.5219762021872378,0.12893246120271748,0.27324781878090143
110,单车_110,0.6551412292260231,0.7346938775510204,0.0,0.4422523945850473,0.2539031702934463,0.6297100734887219,0.003134295890557399,0.5656565656565656,0.0,0.46205338933866386,0.068307302911174,0.7979392818181591,0.8135330021917602
111,游泳_111,0.7221607898138487,0.7959183673469388,1.0,0.7669191520080495,0.772031656018321,0.7052816925087168,0.25215912316037986,0.6994949494949495,0.3333333333333333,0.04492379029627795,0.9711101339893298,0.5330012494192116,0.6568574758505342
112,拉伸_112,0.8321709920758458,0.7551020408163265,1.0,0.46422229954366084,0.7115547705399369,0.003938654536679897,0.5696167276106715,0.6388888888888888,0.2222222222222222,0.675027694899099,0.8488879108047194,0.020188119111624405,0.02325870520645197
113,普拉提_113,0.03153347796050582,0.6326530612244898,1.0,0.954869799442476,0.44416869250773566,0.6586202226093903,0.6305983824970303,0.7348484848484849,0.3333333333333333,0.7549180703060309,0.06534622591292381,0.5766176092801162,0.17845078888196483
114,箭步蹲_114,0.18715014332927338,0.9591836734693877,1.0,0.5800665674917422,0.4437870541655592,0.2622329782208257,0.13988224565281518,0.8813131313131312,0.3333333333333333,0.6234052031391872,0.11218071276119425,0.21411083937869338,0.1795457783382685
115,哑铃弯举_115,0.2292216101212147,0.16326530612244897,0.0,0.524488912884579,0.2102680125657605,0.7533603001685402,0.04653329722990803,0.7727272727272728,0.6666666666666666,0.8419986945472251,0.04292837529673982,0.790517000602963,0.11168338689916514
